1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Last Update,Year,Sub Region,BU,Cluster,Country,Category,Range,Campaign,Playb ID,MX ID,CDU Naming,Burst,Media,Media Subtype,PM Type,Initial Date,End Date,Duration (W),Duration (D),Initial Month (num),Initial Month,End Month,Total Budget,Q1,Q2,Q3,Q4,Budget Check,Total WOA,W Off Air,Total TRPs,Total R1+,Total R3+,NS vs WM,Medium vs Campaign Budget,Medium vs Range Buget,Campaign vs Range Budget,Campaign vs Category Budget,Range vs Category Budget,Count Unique Campaigns,Similarity Index,Bgt Unique Cmps,Count Similar Campaigns,Bgt Similar Cmp,Similarity Check,is Q1?,SIX excl Q1,Sum of Sim Campaign Budget,Biggest Budget for the Sim Cmpn (cluster),Country Flag,Lead Country,Media Lead,Country + BU,Category Leads,// Q1,// Q2,// Q3,// Q4,Sort Media Subtype,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Face Care,Luminous 630,Sirena,GL051,,Sirena,1,Digital,PM & FF,Full Funnel Advanced,1-Sep-25,31-Dec-25,17,121,9,Sep,Dec," 2,166 ",,, 166 ," 2,000 ", TRUE ,,,,70%,,,44%,53%,72%,27%,37.1%, -   , 0.11 , -   , 0.09 ," 2,166.00 ", 12.00 , No , 1.83 ," 9,288.65 "," 9,288.65 ",###############################################################################################################################################################################################################################################################, Brazil , Juliana Spina , Brazil Nivea , Danilo Moreira , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Face Care,Luminous 630,Sirena,GL051,,Sirena,1,Digital,Influencers,Non PM,1-Sep-25,31-Dec-25,17,121,9,Sep,Dec, 433 ,,, 33 , 400 , TRUE ,,,,,,,5%,5%,72%,27%,37.1%, -   , 0.11 , -   , 0.09 , 433.00 , 12.00 , No , 1.83 ," 9,288.65 "," 9,288.65 ",###############################################################################################################################################################################################################################################################, Brazil , Juliana Spina , Brazil Nivea , Danilo Moreira , -   , -   , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Face Care,Facial,Skin Gin,EM024,,Skin Gin,1,TV,Open TV,Non PM,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 795 , 795 ,,,, TRUE ,,, 230 ,61%,,,39%,39%,40%,12%,29.0%, -   , 0.13 , -   , 0.09 , 795.00 , 5.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Face Care,Facial,Skin Gin,EM024,,Skin Gin,1,Digital,PM & FF,Full Funnel Advanced,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar," 1,021 "," 1,021 ",,,, TRUE ,,,,68%,,,48%,48%,40%,12%,29.0%, -   , 0.13 , -   , 0.09 ," 1,021.00 ", 5.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Face Care,Facial,Skin Gin,EM024,,Skin Gin,1,Digital,Influencers,Non PM,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 204 , 204 ,,,, TRUE ,,,,,,,5%,4%,40%,12%,29.0%, -   , 0.13 , -   , 0.09 , 204.00 , 5.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Face Cleansing,Acne,Acne Control,GL011,,Melange ,1,Digital,Influencers,Non PM,1-Mar-25,30-May-25,13,90,3,Mar,May, 186 , 86 , 100 ,,, TRUE ,,,,,,,4%,4%,100%,58%,57.6%, 0.33 , 0.09 , 186.00 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Face Cleansing,Acne,Acne Control,GL011,,Melange ,1,Digital,PM & FF,Full Funnel Advanced,1-Mar-25,30-May-25,13,90,3,Mar,May, 928 , 428 , 500 ,,, TRUE ,,,,67%,,,63%,63%,100%,58%,57.6%, 0.33 , 0.09 , 928.00 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Face Cleansing,Micellar,Micellar Siri,GL012,,Siri,1,TV,Open TV,Non PM,1-Oct-25,30-Dec-25,13,90,10,Oct,Dec, 795 ,,,, 795 , TRUE ,,,,61%,,,39%,25%,65%,27%,42.4%, -   , 0.33 , -   , 0.08 , 795.00 , 16.00 , No , 1.00 ," 2,020.00 "," 2,020.00 ",  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Face Cleansing,Micellar,Micellar Siri,GL012,,Siri,1,Digital,Influencers,Non PM,1-Oct-25,30-Dec-25,13,90,10,Oct,Dec, 204 ,,,, 204 , TRUE ,,,,,,,10%,7%,65%,27%,42.4%, -   , 0.33 , -   , 0.08 , 204.00 , 16.00 , No , 1.00 ," 2,020.00 "," 2,020.00 ",  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Face Cleansing,Micellar,Micellar Siri,GL012,,Siri,1,Digital,PM & FF,Full Funnel Advanced,1-Oct-25,30-Dec-25,13,90,10,Oct,Dec," 1,021 ",,,," 1,021 ", TRUE ,,,,68%,,,51%,58%,65%,27%,42.4%, -   , 0.33 , -   , 0.08 ," 1,021.00 ", 16.00 , No , 1.00 ," 2,020.00 "," 2,020.00 ",  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Hand Body,Milk,Body Milk 5 in 1,GL003,,NOLI,1,TV,Open TV,Non PM,1-Apr-25,15-Aug-25,19,136,4,Apr,Aug," 1,059 ",," 1,000 ", 59 ,, TRUE ,,, 750 ,61%,,,40%,40%,100%,32%,31.5%, -   , 0.14 , -   , 0.10 ," 1,059.00 ", 10.00 , No , 1.36 ," 5,337.19 "," 5,337.19 ",###############################################################################################################################################################################################################################################################, Brazil , Juliana Spina , Brazil Nivea , Danilo Moreira , -   , 1.00 , 1.00 , -   , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Hand Body,Milk,Body Milk 5 in 1,GL003,,NOLI,1,Digital,PM & FF,Full Funnel Advanced,1-Apr-25,15-Aug-25,19,136,4,Apr,Aug," 1,361 ",," 1,000 ", 361 ,, TRUE ,,,,68%,,,48%,48%,100%,32%,31.5%, -   , 0.14 , -   , 0.10 ," 1,361.00 ", 10.00 , No , 1.36 ," 5,337.19 "," 5,337.19 ",###############################################################################################################################################################################################################################################################, Brazil , Juliana Spina , Brazil Nivea , Danilo Moreira , -   , 1.00 , 1.00 , -   , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Hand Body,Milk,Body Milk 5 in 1,GL003,,NOLI,1,OOH,OOH,Non PM,1-Apr-25,15-Aug-25,19,136,4,Apr,Aug, 249 ,, 200 , 49 ,, TRUE ,,,,,,,9%,9%,100%,32%,31.5%, -   , 0.14 , -   , 0.10 , 249.00 , 10.00 , No , 1.36 ," 5,337.19 "," 5,337.19 ",###############################################################################################################################################################################################################################################################, Brazil , Juliana Spina , Brazil Nivea , Danilo Moreira , -   , 1.00 , 1.00 , -   , 8 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Hand Body,Crème,Crème,GL001,,Lifecycle (Creme),1,TV,Open TV,Non PM,1-Mar-25,30-May-25,13,90,3,Mar,May, 795 , 95 , 700 ,,, TRUE ,,,,61%,,,37%,37%,100%,25%,25.1%, 0.33 , 0.17 , 795.00 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Hand Body,Crème,Crème,GL001,,Lifecycle (Creme),1,Digital,PM & FF,Full Funnel Advanced,1-Mar-25,30-May-25,13,90,3,Mar,May," 1,106 ", 106 ," 1,000 ",,, TRUE ,,,,68%,,,55%,55%,100%,25%,25.1%, 0.33 , 0.17 ," 1,106.00 ", -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Hand Body,Crème,Crème,GL001,,Lifecycle (Creme),1,Digital,Influencers,Non PM,1-Mar-25,30-May-25,13,90,3,Mar,May, 221 , 21 , 200 ,,, TRUE ,,,,,,,5%,5%,100%,25%,25.1%, 0.33 , 0.17 , 221.00 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Hand Body,Q10,Q10 Body,GL062,,Q10 Body Re-Launch,1,Digital,PM & FF,Full Funnel Advanced,1-Oct-25,30-Dec-25,13,90,10,Oct,Dec," 1,207 ",,,," 1,207 ", TRUE ,,,,64%,,,95%,95%,100%,14%,14.2%, -   , 0.33 , -   , 0.10 ," 1,207.00 ", 10.00 , No , 0.33 ," 2,412.15 "," 2,412.15 ",  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Hand Body,Radiant Beauty,Radiant Beauty,EM055,,RADIANT&BEAUTY-BR RSA CEWA,1,TV,Open TV,Non PM,1-Mar-25,30-May-25,13,90,3,Mar,May, 795 , 295 , 500 ,,, TRUE ,,, 450 ,61%,,,38%,38%,100%,29%,29.2%, 0.33 , 0.11 , 795.00 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Hand Body,Radiant Beauty,Radiant Beauty,EM055,,RADIANT&BEAUTY-BR RSA CEWA,1,Digital,PM & FF,Full Funnel Advanced,1-Mar-25,30-May-25,13,90,3,Mar,May," 1,021 ", 21 ," 1,000 ",,, TRUE ,,,,68%,,,45%,45%,100%,29%,29.2%, 0.33 , 0.11 ," 1,021.00 ", -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Hand Body,Radiant Beauty,Radiant Beauty,EM055,,RADIANT&BEAUTY-BR RSA CEWA,1,Digital,Influencers,Non PM,1-Mar-25,30-May-25,13,90,3,Mar,May, 204 , 4 , 200 ,,, TRUE ,,,,,,,4%,4%,100%,29%,29.2%, 0.33 , 0.11 , 204.00 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Lip,Lip,Disney,GL076,,Disney Princesses,1,Digital,Influencers,Non PM,1-Mar-25,27-Aug-25,26,179,3,Mar,Aug, 340 , 100 , 120 , 120 ,, TRUE ,,,,,,,17%,8%,50%,50%,100.0%, 0.33 , 0.50 , 340.00 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , -   , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Lip,Lip,Disney,GL076,,Disney Princesses,1,Digital,PM & FF,Full Funnel Advanced,1-Mar-25,27-Aug-25,26,179,3,Mar,Aug," 1,702 ", 202 , 920 , 580 ,, TRUE ,,,,68%,,,83%,79%,50%,50%,100.0%, 0.33 , 0.50 ," 1,702.00 ", -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , -   , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Sun,UV Face,UV Face Fluid,EM033,,FACE SUN CORE,1,Digital,PM & FF,Full Funnel Advanced,1-Jan-25,25-Mar-25,12,83,1,Jan,Mar," 1,931 "," 1,931 ",, -   , -   , TRUE ,,,,70%,,,42%,42%,30%,29%,94.9%, 0.33 , 0.33 ," 1,931.00 ", -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Sun,UV Face,UV Face Fluid,EM033,,FACE SUN CORE,1,Digital,Influencers,Non PM,1-Jan-25,25-Mar-25,12,83,1,Jan,Mar, 386 , 386 ,, -   , -   , TRUE ,,,,,,,8%,4%,30%,29%,94.9%, 0.33 , 0.33 , 386.00 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Sun,UV Face,UV Face Fluid,EM033,,FACE SUN CORE,1,TV,Open TV,Non PM,1-Jan-25,25-Mar-25,12,83,1,Jan,Mar," 2,245 "," 2,245 ",, -   , -   , TRUE ,,,,58%,,,49%,41%,30%,29%,94.9%, 0.33 , 0.33 ," 2,245.00 ", -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Sun,UV Face,UV Face Fluid Tinted,EM033,,FACE SUN CORE,1,Digital,PM & FF,Full Funnel Advanced,1-Sep-25,31-Dec-25,17,121,9,Sep,Dec," 1,361 ",,, 61 ," 1,300 ", TRUE ,,,,68%,,,44%,42%,39%,37%,94.9%, 0.33 , 0.11 ," 1,361.00 ", -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Sun,UV Face,UV Face Fluid Tinted,EM033,,FACE SUN CORE,1,Digital,Influencers,Non PM,1-Sep-25,31-Dec-25,17,121,9,Sep,Dec, 272 ,,, 72 , 200 , TRUE ,,,,,,,5%,4%,39%,37%,94.9%, 0.33 , 0.11 , 272.00 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Brazil,Sun,UV Face,UV Face Fluid Tinted,EM033,,FACE SUN CORE,1,TV,Open TV,Non PM,1-Sep-25,31-Dec-25,17,121,9,Sep,Dec," 1,309 ",,, 309 ," 1,000 ", TRUE ,,,,61%,,,40%,41%,39%,37%,94.9%, 0.33 , 0.11 ," 1,309.00 ", -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Black & White,Black & White,GL005,,Checkmate,1,TV,Open TV,Non PM,1-Apr-25,25-Jun-25,12,85,4,Apr,Jun, 172 ,, 172 ,,, TRUE ,,," 1,392 ",62%,40%,,41%,41%,100%,38%,38.2%, -   , 0.13 , -   , 0.21 , 171.93 , 2.00 , No , 0.50 , 841.80 , 841.80 ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Black & White,Black & White,GL005,,Checkmate,1,TV,Paid TV,Non PM,1-Apr-25,25-Jun-25,12,85,4,Apr,Jun, 50 ,, 50 ,,, TRUE ,,, 564 ,22%,,,12%,12%,100%,38%,38.2%, -   , 0.13 , -   , 0.21 , 50.40 , 2.00 , No , 0.50 , 841.80 , 841.80 ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 3 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Black & White,Black & White,GL005,,Checkmate,1,Digital,PM & FF,Full Funnel Advanced,1-Apr-25,25-Jun-25,12,85,4,Apr,Jun, 148 ,, 148 ,,, TRUE ,,,,51%,,,35%,35%,100%,38%,38.2%, -   , 0.13 , -   , 0.21 , 148.12 , 2.00 , No , 0.50 , 841.80 , 841.80 ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Black & White,Black & White,GL005,,Checkmate,1,Digital,Influencers,Non PM,1-Apr-25,25-Jun-25,12,85,4,Apr,Jun, 41 ,, 41 ,,, TRUE ,,,,,,,12%,12%,100%,38%,38.2%, -   , 0.13 , -   , 0.21 , 40.54 , 2.00 , No , 0.50 , 841.80 , 841.80 ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Clinical,Clinical,EM015,,Clinical,1,TV,Open TV,Non PM,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 172 ,, 172 ,,, TRUE ,,," 2,088 ",62%,40%,,41%,41%,100%,38%,38.2%, 0.33 , 0.13 , 171.93 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Clinical,Clinical,EM015,,Clinical,1,TV,Paid TV,Non PM,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 50 ,, 50 ,,, TRUE ,,, 101 ,22%,,,12%,12%,100%,38%,38.2%, 0.33 , 0.13 , 50.40 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 3 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Clinical,Clinical,EM015,,Clinical,1,Digital,PM & FF,Full Funnel Advanced,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 148 ,, 148 ,,, TRUE ,,,,51%,,,35%,35%,100%,38%,38.2%, 0.33 , 0.13 , 148.12 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Clinical,Clinical,EM015,,Clinical,1,Digital,Influencers,Non PM,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 41 ,, 41 ,,, TRUE ,,,,,,,12%,12%,100%,38%,38.2%, 0.33 , 0.13 , 40.54 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Pearl & Beauty,Pearl & Beauty,EM035,,Pearl & Beauty Refresh Origination,1,TV,Open TV,Non PM,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 128 ,,, 128 ,, TRUE ,,," 1,392 ",62%,39%,,50%,50%,100%,24%,23.5%, 0.33 , 0.13 , 128.50 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Pearl & Beauty,Pearl & Beauty,EM035,,Pearl & Beauty Refresh Origination,1,TV,Paid TV,Non PM,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 29 ,,, 29 ,, TRUE ,,, 564 ,37%,13%,,11%,11%,100%,24%,23.5%, 0.33 , 0.13 , 29.06 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 3 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Pearl & Beauty,Pearl & Beauty,EM035,,Pearl & Beauty Refresh Origination,1,Digital,PM & FF,Full Funnel Advanced,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 99 ,,, 99 ,, TRUE ,,,,51%,,,38%,38%,100%,24%,23.5%, 0.33 , 0.13 , 98.74 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Deo,Pearl & Beauty,Pearl & Beauty,EM035,,Pearl & Beauty Refresh Origination,1,Digital,Influencers,Non PM,1-Oct-25,30-Oct-25,4,29,10,Oct,Oct, 2 ,,,, 2 , TRUE ,,,,,,,1%,1%,100%,24%,23.5%, 0.33 , 0.13 , 2.30 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Luminous 630,50 Shades,GL006,,50 Shades,1,TV,Open TV,Non PM,8-Jan-25,26-Feb-25,7,49,1,Jan,Feb, 128 , 128 , -   , -   , -   , TRUE ,,," 1,392 ",71%,51%,,43%,45%,9%,5%,55.3%, 0.33 , 0.25 , 128.31 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Luminous 630,50 Shades,GL006,,50 Shades,1,TV,Paid TV,Non PM,8-Jan-25,26-Feb-25,7,49,1,Jan,Feb, 22 , 22 , -   , -   , -   , TRUE ,,, 333 ,25%,12%,,7%,6%,9%,5%,55.3%, 0.33 , 0.25 , 22.38 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 3 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Luminous 630,50 Shades,GL006,,50 Shades,1,Digital,PM & FF,Full Funnel Advanced,8-Jan-25,26-Feb-25,7,49,1,Jan,Feb, 99 , 99 , -   , -   , -   , TRUE ,,,,70%,,,50%,36%,9%,5%,55.3%, 0.33 , 0.25 , 98.74 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Epigenetics,Epigenetics,GL053,,Swan Lake,1,TV,Open TV,Non PM,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 237 ,,,, 237 , TRUE ,,," 2,441 ",69%,48%,,14%,51%,100%,44%,12.0%, 0.33 , 0.14 , 236.87 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Epigenetics,Epigenetics,GL053,,Swan Lake,1,TV,Paid TV,Non PM,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 31 ,,,, 31 , TRUE ,,, 601 ,28%,15%,,2%,6%,100%,44%,12.0%, 0.33 , 0.14 , 30.99 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 3 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Epigenetics,Epigenetics,GL053,,Swan Lake,1,Digital,PM & FF,Full Funnel Advanced,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 148 ,,,, 148 , TRUE ,,,,70%,,,9%,33%,100%,44%,12.0%, 0.33 , 0.14 , 148.12 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Luminous 630,Lucia,GL052,,Lucia,1,TV,Open TV,Non PM,5-Mar-25,24-Sep-25,29,203,3,Mar,Sep, 449 , 64 , 192 , 192 , -   , TRUE ,,," 5,101 ",71%,51%,,43%,45%,61%,34%,55.3%, -   , 0.11 , -   , 0.09 , 449.07 , 10.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , -   , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Luminous 630,Lucia,GL052,,Lucia,1,TV,Paid TV,Non PM,5-Mar-25,24-Sep-25,29,203,3,Mar,Sep, 78 , 11 , 34 , 34 , -   , TRUE ,,," 1,367 ",25%,12%,,6%,6%,61%,34%,55.3%, -   , 0.11 , -   , 0.09 , 78.33 , 10.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , -   , 3 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Luminous 630,Lucia,GL052,,Lucia,1,Digital,PM & FF,Full Funnel Advanced,5-Mar-25,24-Sep-25,29,203,3,Mar,Sep, 346 , 49 , 148 , 148 , -   , TRUE ,,,,70%,,,38%,36%,61%,34%,55.3%, -   , 0.11 , -   , 0.09 , 345.60 , 10.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , -   , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Luminous 630,Lucia,GL052,,Lucia,1,Digital,Influencers,Non PM,1-Mar-25,30-May-25,13,90,3,Mar,May, 38 , 13 , 25 , -   , -   , TRUE ,,,,,,,13%,12%,61%,34%,55.3%, -   , 0.11 , -   , 0.09 , 37.50 , 10.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Q10,Q10 Guardian,GL067,,Guardian,1,TV,Open TV,Non PM,1-Oct-25,30-Dec-25,13,90,10,Oct,Dec, 170 , -   , -   , -   , 170 , TRUE ,,," 1,756 ",70%,49%,,50%,51%,34%,11%,32.7%, 0.33 , 0.14 , 170.42 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 2 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Q10,Q10 Guardian,GL067,,Guardian,1,TV,Paid TV,Non PM,1-Oct-25,30-Dec-25,13,90,10,Oct,Dec, 27 , -   , -   , -   , 27 , TRUE ,,, 526 ,28%,14%,,6%,7%,34%,11%,32.7%, 0.33 , 0.14 , 27.11 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 3 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Q10,Q10 Guardian,GL067,,Guardian,1,Digital,PM & FF,Full Funnel Advanced,1-Oct-25,30-Dec-25,13,90,10,Oct,Dec, 132 , -   , -   , -   , 132 , TRUE ,,,,65%,,,38%,39%,34%,11%,32.7%, 0.33 , 0.14 , 131.66 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Nivea,LATAM,Chile,Face Care,Q10,Q10 Skin Diet,GL007,,Q10 Skin Diet ,1,TV,Open TV,Non PM,30-Mar-25,24-Sep-25,25,178,3,Mar,Sep, 341 , -   , 170 , 170 , -   , TRUE ,,," 3,858 ",70%,49%,,51%,51%,66%,22%,32.7%, -   , 0.14 , -   , 0.09 , 340.84 , 4.00 , No , 0.43 ," 1,332.03 "," 1,332.03 ",  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , -   , 2 ,
